time,relative_surge,relative_sway,relative_heave,relative_roll,relative_pitch,relative_yaw
3.66,25.7429591468345,-3.6881984083692e-05,0.365091629462263,1.47536446585526e-05,-0.041419023316861,-1.09836803900395e-05
3.68,25.7442982643819,-4.10121736411639e-05,0.371797990304351,1.5096645167957e-05,-0.0427246790240892,-1.12682832752844e-05
3.7,25.7456124944684,-4.50919288343954e-05,0.378179559520647,1.54064739044793e-05,-0.0440050003028223,-1.15312466891577e-05
3.72,25.7468991637921,-4.91143509915304e-05,0.384221488178282,1.56825519591177e-05,-0.0452571318527267,-1.17720548329325e-05
3.74,25.7481556570381,-5.30725934417831e-05,0.389909591684053,1.59243805505021e-05,-0.0464782787970561,-1.19902363199012e-05
3.76,25.749379419077,-5.69598786661629e-05,0.395230380908451,1.61315423139824e-05,-0.0476657115792548,-1.21853642702298e-05
3.78,25.750567956799,-6.07695008358888e-05,0.40017109054721,1.63037042178606e-05,-0.0488167704728856,-1.23570557999448e-05
3.8,25.7517188406691,-6.44948330652539e-05,0.404719707621052,1.64406170016827e-05,-0.0499288698037888,-1.25049711515063e-05
3.82,25.752829705945,-6.81293511490821e-05,0.408865000657355,1.65421171025125e-05,-0.0509995018166427,-1.26288131193641e-05
3.84,25.753898253364,-7.16666334312777e-05,0.412596550603481,1.66081337918752e-05,-0.0520262400075946,-1.27283255532728e-05
3.86,25.7549228039933,-7.51027904168922e-05,0.415906645647982,1.66433757376104e-05,-0.0530072741850639,-1.28086303740584e-05
3.88,25.7559023991398,-7.84408013227988e-05,0.418792606502547,1.66528644862029e-05,-0.0539415389423909,-1.28752212715954e-05
3.9,25.7568362642118,-8.16814863568993e-05,0.421255826800211,1.66374704929981e-05,-0.0548282148535039,-1.29282668769931e-05
3.92,25.7577236491607,-8.48224928944319e-05,0.423300406546558,1.65977541139735e-05,-0.0556665647243747,-1.2967756849809e-05
3.94,25.7585638381702,-8.78588090564847e-05,0.424931741780134,1.65342411237819e-05,-0.0564559218523221,-1.29935774238958e-05
3.96,25.7593561575632,-9.07844197115537e-05,0.426155292182462,1.6447418640758e-05,-0.0571956783883902,-1.30055899470093e-05
3.98,25.7600999783254,-9.35935723802572e-05,0.426975849379662,1.63377896352676e-05,-0.0578852758687463,-1.30036865978839e-05
4,25.7607947155838,-9.62812984539596e-05,0.427397387249155,1.62058923632678e-05,-0.0585242016944856,-1.29878116793451e-05
4.02,25.7614399183749,-9.88372876271626e-05,0.427423826841147,1.60534036335667e-05,-0.059112081789993,-1.29570394863459e-05
4.04,25.7620354354778,-0.000101249642767698,0.427060767861249,1.58816052446026e-05,-0.0596488572466581,-1.29105690007703e-05
4.06,25.7625813335656,-0.000103515003072374,0.42631624924266,1.56906669393412e-05,-0.0601347205596722,-1.28487940807616e-05
4.08,25.7630777241292,-0.000105633531118698,0.425200025939502,1.54808815498949e-05,-0.0605699459543853,-1.27722380492008e-05
4.1,25.7635247345856,-0.000107607613189842,0.423722945583529,1.52526745443293e-05,-0.0609548522412401,-1.26815144230551e-05
4.12,25.7639224932054,-0.000109440335229749,0.421896255794599,1.50064977827441e-05,-0.0612897771571756,-1.25772648085036e-05
